order_id,store_id,city,partner_id,promised_time_min,actual_time_min,distance_one_way_km,distance_return_km,delay_reason
O52740,S105,Delhi,P2289,20.0,29,5.88,6.16,Weather
O52741,S110,Bangalore,P2290,30.0,39,1.72,1.65,Traffic
O52742,S120,Delhi,P2293,31.0,36,0.96,0.69,Partner Late
O52743,S127,Bangalore,P2090,27.0,35,2.08,2.2,Partner Late
O52744,S122,Mumbai,P2020,37.0,34,1.37,1.06,
O52745,S126,Delhi,P2254,32.0,51,4.15,4.52,Traffic
O52746,S134,Delhi,P2204,39.0,55,0.78,0.61,Traffic
O52747,S110,Bangalore,P2202,31.0,32,0.52,0.5,Store Delay
O52748,S113,Mumbai,P2197,36.0,39,0.52,0.39,
O52749,S114,Mumbai,P2169,37.0,25,1.77,1.51,
O52750,S123,Delhi,P2042,23.0,19,4.34,3.21,
O52751,S112,Delhi,P2197,28.0,24,3.47,2.44,
O52752,S122,Mumbai,P2258,30.0,42,0.57,0.62,Traffic
O52753,S136,Bangalore,P2027,35.0,39,7.21,5.34,Traffic
O52754,S129,Delhi,P2051,30.0,30,1.35,1.14,
O52755,S122,Mumbai,P2280,25.0,48,2.78,2.62,Traffic
O52756,S102,Delhi,P2186,30.0,38,3.11,3.14,Store Delay
O52757,S132,Delhi,P2046,15.0,26,7.42,5.85,Traffic
O52758,S110,Bangalore,P2101,39.0,37,1.13,1.09,
O52759,S112,Delhi,P2117,38.0,35,1.51,1.45,
O52760,S111,Bangalore,P2135,15.0,18,0.69,0.5,Weather
O52761,S107,Mumbai,P2264,28.0,25,4.49,4.53,
O52762,S130,Mumbai,P2193,21.0,26,6.6,6.69,System Issue
O52763,S110,Bangalore,P2209,36.0,54,4.74,3.54,Traffic
O52764,S129,Delhi,P2071,18.0,21,5.84,5.7,Traffic
O52765,S126,Delhi,P2213,39.0,41,5.19,3.95,Traffic
O52766,S116,Mumbai,P2268,32.0,38,1.87,1.93,Traffic
O52767,S131,Delhi,P2299,26.0,35,1.31,1.36,Traffic
O52768,S103,Bangalore,P2223,18.0,17,1.85,1.89,
O52769,S124,Hyderabad,P2029,39.0,51,3.32,3.33,Traffic
O52770,S116,Mumbai,P2148,15.0,24,2.57,2.5,Store Delay
O52771,S115,Hyderabad,P2154,30.0,44,3.18,2.33,Store Delay
O52772,S113,Mumbai,P2013,36.0,46,7.42,7.38,Store Delay
O52773,S127,Bangalore,P2222,33.0,33,1.73,1.63,
O52774,S130,Mumbai,P2224,18.0,23,1.84,1.59,Traffic
O52775,S136,Bangalore,P2152,20.0,40,0.76,0.77,Partner Late
O52776,S121,Hyderabad,P2193,25.0,22,1.23,0.89,
O52777,S136,Bangalore,P2146,22.0,29,1.56,1.51,Traffic
O52778,S123,Delhi,P2293,18.0,27,3.88,3.04,Store Delay
O52779,S119,Mumbai,P2170,36.0,52,6.95,6.85,Weather
O52780,S122,Mumbai,P2267,16.0,25,1.97,1.53,Weather
O52781,S129,Delhi,P2164,16.0,38,3.08,2.51,Partner Late
O52782,S135,Bangalore,P2239,26.0,28,3.83,3.01,Store Delay
O52783,S107,Mumbai,P2200,36.0,33,4.6,3.47,
O52784,S119,Mumbai,P2219,39.0,35,6.85,5.61,
O52785,S115,Hyderabad,P2106,33.0,36,4.67,4.83,Traffic
O52786,S113,Mumbai,P2124,27.0,30,3.89,3.53,Traffic
O52787,S106,Delhi,P2229,33.0,35,1.93,1.43,Partner Late
O52788,S101,Bangalore,P2289,33.0,63,5.27,5.3,Traffic
O52789,S118,Hyderabad,P2219,27.0,33,7.71,5.71,Partner Late
O52790,S113,Mumbai,P2248,23.0,20,5.43,3.87,
O52791,S116,Mumbai,P2115,37.0,42,1.01,0.92,Traffic
O52792,S107,Mumbai,P2143,16.0,33,2.19,1.88,Partner Late
O52793,S134,Delhi,P2141,31.0,38,4.28,4.05,Traffic
O52794,S130,Mumbai,P2070,33.0,44,3.58,3.77,Partner Late
O52795,S105,Delhi,P2215,27.0,44,1.93,2.07,Traffic
O52796,S105,Delhi,P2022,36.0,39,3.64,3.51,Traffic
O52797,S116,Mumbai,P2280,34.0,33,2.21,2.33,
O52798,S123,Delhi,P2002,29.0,40,3.49,3.72,System Issue
O52799,S101,Bangalore,P2171,25.0,32,5.33,5.56,Partner Late
O52800,S104,Hyderabad,P2072,37.0,34,1.26,1.37,
O52801,S125,Mumbai,P2205,22.0,22,1.48,1.39,
O52802,S111,Bangalore,P2199,32.0,40,5.81,4.55,Traffic
O52803,S129,Delhi,P2228,35.0,41,3.18,3.22,Partner Late
O52804,S113,Mumbai,P2297,34.0,43,2.98,2.94,Traffic
O52805,S120,Delhi,P2081,26.0,24,2.76,2.22,
O52806,S107,Mumbai,P2281,25.0,36,1.52,1.45,Traffic
O52807,S115,Hyderabad,P2063,16.0,10,5.41,5.54,
O52808,S139,Mumbai,P2198,36.0,42,7.88,8.11,System Issue
O52809,S104,Hyderabad,P2203,15.0,21,6.65,5.48,Store Delay
O52810,S106,Delhi,P2040,20.0,19,6.4,6.82,
O52811,S121,Hyderabad,P2087,33.0,28,5.2,3.89,
O52812,S114,Mumbai,P2229,26.0,24,3.43,3.37,
O52813,S125,Mumbai,P2127,37.0,42,5.21,4.49,Store Delay
O52814,S113,Mumbai,P2030,21.0,12,5.55,4.08,
O52815,S133,Delhi,P2108,21.0,28,1.76,1.28,Traffic
O52816,S128,Bangalore,P2100,22.0,35,2.51,2.2,
O52817,S125,Mumbai,P2279,29.0,38,1.71,1.27,Traffic
O52818,S110,Bangalore,P2075,32.0,24,5.31,4.28,
O52819,S114,Mumbai,P2037,32.0,40,4.71,4.02,Weather
O52820,S128,Bangalore,P2299,19.0,30,5.3,5.12,
O52821,S133,Delhi,P2091,33.0,36,4.19,3.52,Store Delay
O52822,S101,Bangalore,P2239,31.0,49,0.61,0.45,Traffic
O52823,S130,Mumbai,P2169,27.0,38,3.82,3.07,Store Delay
O52824,S132,Delhi,P2045,19.0,24,5.54,5.84,
O52825,S119,Mumbai,P2022,31.0,34,1.09,0.78,Partner Late
O52826,S120,Delhi,P2221,24.0,36,4.35,3.25,Store Delay
O52827,S121,Hyderabad,P2269,23.0,17,6.71,6.42,
O52828,S108,Mumbai,P2045,15.0,24,3.0,3.21,Partner Late
O52829,S104,Hyderabad,P2110,17.0,24,4.24,3.32,Partner Late
O52830,S135,Bangalore,P2265,31.0,24,4.12,3.48,
O52831,S139,Mumbai,P2172,36.0,53,7.0,7.18,Store Delay
O52832,S134,Delhi,P2082,16.0,19,4.02,3.95,System Issue
O52833,S133,Delhi,P2295,36.0,48,1.59,1.69,
O52834,S133,Delhi,P2033,27.0,19,5.61,5.78,
O52835,S117,Delhi,P2011,16.0,16,5.8,4.92,
O52836,S104,Hyderabad,P2271,20.0,14,3.93,3.47,
O52837,S112,Delhi,P2047,19.0,25,6.99,5.65,Partner Late
O52838,S103,Bangalore,P2064,30.0,31,7.9,7.89,System Issue
O52839,S121,Hyderabad,P2269,39.0,45,7.31,5.92,Traffic
O52840,S135,Bangalore,P2260,31.0,38,1.81,1.87,Store Delay
O52841,S102,Delhi,P2024,17.0,20,4.61,4.11,Store Delay
O52842,S123,Delhi,P2073,31.0,29,4.81,5.24,
O52843,S105,Delhi,P2111,36.0,46,1.18,1.13,Traffic
O52844,S106,Delhi,P2214,17.0,11,3.54,3.54,
O52845,S131,Delhi,P2266,24.0,22,7.08,5.88,
O52846,S108,Mumbai,P2171,23.0,25,0.5,0.46,System Issue
O52847,S103,Bangalore,P2104,19.0,23,4.48,3.19,Store Delay
O52848,S123,Delhi,P2011,24.0,26,2.06,1.47,Traffic
O52849,S133,Delhi,P2071,31.0,26,7.23,7.89,
O52850,S120,Delhi,P2272,17.0,19,2.03,1.51,Store Delay
O52851,S113,Mumbai,P2043,32.0,43,3.66,3.52,Store Delay
O52852,S126,Delhi,P2187,28.0,30,1.25,1.09,Store Delay
O52853,S127,Bangalore,P2039,23.0,28,4.31,3.14,Traffic
O52854,S135,Bangalore,P2193,23.0,47,5.42,5.08,Traffic
O52855,S102,Delhi,P2236,23.0,16,4.75,4.55,
O52856,S132,Delhi,P2081,19.0,30,3.15,2.74,Traffic
O52857,S115,Hyderabad,P2185,32.0,30,2.38,2.6,
O52858,S114,Mumbai,P2264,34.0,38,2.09,1.75,Partner Late
O52859,S137,Mumbai,P2211,39.0,37,3.49,3.21,
O52860,S122,Mumbai,P2261,17.0,12,0.68,0.74,
O52861,S133,Delhi,P2096,39.0,32,1.53,1.37,
O52862,S102,Delhi,P2159,19.0,32,7.55,6.14,Store Delay
O52863,S118,Hyderabad,P2160,27.0,16,2.38,2.46,
O52864,S114,Mumbai,P2136,34.0,43,7.1,7.35,Store Delay
O52865,S138,Delhi,P2001,36.0,45,4.32,3.89,Traffic
O52866,S113,Mumbai,P2068,26.0,24,7.9,6.3,
O52867,S107,Mumbai,P2291,38.0,37,1.71,1.64,
O52868,S133,Delhi,P2111,32.0,38,7.89,8.07,Traffic
O52869,S114,Mumbai,P2120,37.0,46,6.98,6.95,Traffic
O52870,S100,Mumbai,P2127,31.0,37,4.24,3.68,Traffic
O52871,S127,Bangalore,P2246,31.0,30,4.3,4.69,
O52872,S108,Mumbai,P2287,30.0,44,1.17,1.0,Traffic
O52873,S109,Delhi,P2068,39.0,46,7.0,7.2,Traffic
O52874,S126,Delhi,P2096,25.0,29,5.44,3.81,Partner Late
O52875,S103,Bangalore,P2266,21.0,22,7.36,6.08,Partner Late
O52876,S128,Bangalore,P2141,27.0,34,6.87,6.29,Store Delay
O52877,S120,Delhi,P2163,16.0,18,6.47,6.7,Traffic
O52878,S135,Bangalore,P2228,38.0,43,5.21,4.46,Traffic
O52879,S126,Delhi,P2254,31.0,28,1.42,1.01,
O52880,S119,Mumbai,P2288,28.0,47,2.01,2.11,Store Delay
O52881,S116,Mumbai,P2278,24.0,26,3.92,3.35,Store Delay
O52882,S101,Bangalore,P2022,39.0,38,1.23,1.04,
O52883,S127,Bangalore,P2067,16.0,23,7.13,6.06,Store Delay
O52884,S123,Delhi,P2144,28.0,34,3.96,3.03,Store Delay
O52885,S126,Delhi,P2281,27.0,27,4.98,4.41,
O52886,S130,Mumbai,P2234,39.0,44,5.96,5.45,Store Delay
O52887,S108,Mumbai,P2188,32.0,39,1.07,1.06,Partner Late
O52888,S110,Bangalore,P2213,37.0,38,4.74,4.9,Traffic
O52889,S113,Mumbai,P2286,16.0,24,0.53,0.51,Store Delay
O52890,S137,Mumbai,P2144,25.0,30,1.36,1.44,Traffic
O52891,S111,Bangalore,P2065,34.0,34,7.04,7.59,
O52892,S126,Delhi,P2146,29.0,38,0.5,0.39,Store Delay
O52893,S119,Mumbai,P2009,28.0,21,2.98,2.55,
O52894,S131,Delhi,P2103,30.0,28,6.06,5.74,
O52895,S116,Mumbai,P2221,33.0,43,3.32,3.07,Traffic
O52896,S139,Mumbai,P2149,25.0,53,2.6,2.31,Traffic
O52897,S139,Mumbai,P2203,39.0,40,3.05,2.31,Traffic
O52898,S128,Bangalore,P2195,16.0,21,5.33,4.75,Partner Late
O52899,S138,Delhi,P2036,38.0,43,3.44,3.04,Partner Late
O52900,S101,Bangalore,P2071,16.0,24,7.94,6.93,Store Delay
O52901,S104,Hyderabad,P2012,36.0,40,3.6,2.63,Traffic
O52902,S135,Bangalore,P2227,33.0,26,0.52,0.55,
O52903,S125,Mumbai,P2040,30.0,30,6.67,5.34,
O52904,S100,Mumbai,P2149,32.0,43,0.77,0.62,Weather
O52905,S138,Delhi,P2066,27.0,27,2.05,1.75,
O52906,S115,Hyderabad,P2152,28.0,31,3.68,2.77,Partner Late
O52907,S139,Mumbai,P2293,18.0,25,0.84,0.61,Traffic
O52908,S117,Delhi,P2290,17.0,14,3.69,2.7,
O52909,S128,Bangalore,P2173,36.0,46,3.73,3.53,Weather
O52910,S133,Delhi,P2236,19.0,12,2.66,2.85,
O52911,S139,Mumbai,P2200,36.0,48,5.72,5.45,System Issue
O52912,S136,Bangalore,P2237,32.0,33,0.95,0.96,System Issue
O52913,S107,Mumbai,P2039,27.0,25,4.13,4.15,
O52914,S115,Hyderabad,P2255,23.0,36,1.95,1.86,Store Delay
O52915,S134,Delhi,P2069,20.0,31,4.11,3.03,Partner Late
O52916,S110,Bangalore,P2183,18.0,18,5.89,5.48,
O52917,S122,Mumbai,P2174,38.0,38,2.82,2.93,
O52918,S132,Delhi,P2007,31.0,39,5.32,5.84,Traffic
O52919,S129,Delhi,P2103,32.0,34,1.93,1.45,Traffic
O52920,S101,Bangalore,P2142,25.0,30,1.22,0.92,Store Delay
O52921,S128,Bangalore,P2140,22.0,30,6.26,4.58,Traffic
O52922,S113,Mumbai,P2078,23.0,27,3.51,3.74,System Issue
O52923,S137,Mumbai,P2134,20.0,13,3.62,3.68,
O52924,S122,Mumbai,P2151,23.0,37,3.69,3.52,Traffic
O52925,S127,Bangalore,P2064,30.0,32,3.34,2.41,Weather
O52926,S117,Delhi,P2103,36.0,43,7.74,8.02,Partner Late
O52927,S139,Mumbai,P2196,30.0,-10,6.6,4.67,Traffic
O52928,S118,Hyderabad,P2262,21.0,20,3.52,3.18,
O52929,S104,Hyderabad,P2187,32.0,31,3.9,3.66,
O52930,S104,Hyderabad,P2052,31.0,22,4.1,4.51,
O52931,S119,Mumbai,P2154,17.0,17,5.37,4.59,
O52932,S117,Delhi,P2119,31.0,25,5.64,4.73,
O52933,S109,Delhi,P2037,18.0,26,2.79,2.5,Traffic
O52934,S123,Delhi,P2259,18.0,27,0.72,0.57,Traffic
O52935,S105,Delhi,P2236,20.0,17,1.03,1.01,
O52936,S134,Delhi,P2053,35.0,46,5.86,6.05,Traffic
O52937,S128,Bangalore,P2138,29.0,28,3.04,2.33,
O52938,S139,Mumbai,P2049,22.0,18,3.73,3.89,
O52939,S119,Mumbai,P2115,23.0,23,1.06,0.83,
O52940,S114,Mumbai,P2178,29.0,41,1.46,1.04,Store Delay
O52941,S123,Delhi,P2101,,32,5.96,4.33,Traffic
O52942,S124,Hyderabad,P2012,30.0,28,5.05,4.68,
O52943,S101,Bangalore,P2039,34.0,38,7.1,7.55,Store Delay
O52944,S128,Bangalore,P2019,24.0,22,7.65,7.31,
O52945,S105,Delhi,P2176,18.0,24,3.24,2.88,Traffic
O52946,S101,Bangalore,P2190,35.0,52,6.33,6.35,
O52947,S117,Delhi,P2205,27.0,36,7.82,7.35,Partner Late
O52948,S126,Delhi,P2299,39.0,51,6.24,4.78,Partner Late
O52949,S128,Bangalore,P2135,35.0,33,1.67,1.58,
O52950,S121,Hyderabad,P2128,20.0,25,5.54,3.93,Partner Late
O52951,S114,Mumbai,P2047,39.0,35,1.62,1.49,
O52952,S121,Hyderabad,P2015,17.0,16,1.16,1.23,
O52953,S116,Mumbai,P2267,28.0,29,2.92,2.11,Traffic
O52954,S133,Delhi,P2285,39.0,44,2.21,2.06,Traffic
O52955,S107,Mumbai,P2105,25.0,46,5.83,5.37,Weather
O52956,S116,Mumbai,P2061,34.0,40,4.82,4.77,Partner Late
O52957,S103,Bangalore,P2244,30.0,33,4.62,4.72,Store Delay
O52958,S123,Delhi,P2215,20.0,41,1.54,1.54,Traffic
O52959,S102,Delhi,P2178,32.0,28,7.0,6.64,
O52960,S124,Hyderabad,P2011,22.0,39,2.77,2.31,Store Delay
O52961,S133,Delhi,P2057,25.0,41,4.77,3.97,Traffic
O52962,S101,Bangalore,P2052,31.0,36,1.2,1.26,Partner Late
O52963,S125,Mumbai,P2042,29.0,33,7.73,6.49,Traffic
O52964,S101,Bangalore,P2153,26.0,29,7.87,8.64,Traffic
O52965,S126,Delhi,P2291,38.0,37,4.55,3.83,
O52966,S112,Delhi,P2094,39.0,46,4.32,3.67,Store Delay
O52967,S125,Mumbai,P2245,16.0,10,2.39,2.36,
O52968,S103,Bangalore,P2201,20.0,31,6.57,5.19,Partner Late
O52969,S107,Mumbai,P2082,31.0,38,4.09,3.5,
O52970,S113,Mumbai,P2111,27.0,45,4.33,4.18,Store Delay
O52971,S120,Delhi,P2011,30.0,40,1.27,1.33,Store Delay
O52972,S116,Mumbai,P2277,18.0,35,6.14,6.01,Partner Late
O52973,S132,Delhi,P2142,24.0,40,0.83,0.77,Traffic
O52974,S123,Delhi,P2035,36.0,49,4.51,4.9,Traffic
O52975,S109,Delhi,P2182,32.0,46,3.02,2.27,Traffic
O52976,S127,Bangalore,P2156,28.0,20,3.65,3.72,
O52977,S128,Bangalore,P2013,33.0,37,5.33,4.64,Traffic
O52978,S138,Delhi,P2127,15.0,26,5.22,4.62,Traffic
O52979,S110,Bangalore,P2194,19.0,19,3.99,3.04,
O52980,S127,Bangalore,P2229,33.0,39,2.35,1.66,Store Delay
O52981,S104,Hyderabad,P2106,33.0,51,6.16,5.44,Partner Late
O52982,S106,Delhi,P2032,23.0,27,4.59,4.53,Store Delay
O52983,S106,Delhi,P2017,32.0,51,4.48,4.02,Store Delay
O52984,S138,Delhi,P2016,25.0,-10,5.99,5.3,
O52985,S134,Delhi,P2068,18.0,18,0.89,0.87,
O52986,S109,Delhi,P2237,27.0,27,6.29,4.69,
O52987,S127,Bangalore,P2251,38.0,42,3.96,4.14,Store Delay
O52988,S119,Mumbai,P2180,39.0,52,7.81,7.24,Traffic
O52989,S114,Mumbai,P2042,28.0,30,4.82,4.01,Traffic
O52990,S124,Hyderabad,P2134,31.0,42,6.07,4.41,Weather
O52991,S130,Mumbai,P2284,38.0,33,6.66,4.89,
O52992,S119,Mumbai,P2037,34.0,30,3.31,3.63,
O52993,S139,Mumbai,P2176,39.0,49,6.59,5.07,Traffic
O52994,S121,Hyderabad,P2229,27.0,35,1.58,1.63,Partner Late
O52995,S114,Mumbai,P2141,20.0,32,4.36,4.65,Store Delay
O52996,S136,Bangalore,P2034,19.0,11,6.83,5.51,
O52997,S124,Hyderabad,P2252,28.0,38,3.37,3.14,Partner Late
O52998,S123,Delhi,P2152,26.0,26,2.79,2.95,
O52999,S101,Bangalore,P2093,39.0,37,4.25,3.22,
O53000,S117,Delhi,P2255,27.0,23,3.99,3.13,
O53001,S116,Mumbai,P2055,35.0,49,7.93,7.25,Traffic
O53002,S107,Mumbai,P2176,39.0,41,7.19,7.28,Store Delay
O53003,S107,Mumbai,P2024,32.0,59,0.51,0.55,Traffic
O53004,S103,Bangalore,P2190,18.0,32,4.27,4.39,Weather
O53005,S102,Delhi,P2097,15.0,30,2.99,2.54,Traffic
O53006,S112,Delhi,P2176,24.0,27,6.63,6.1,Partner Late
O53007,S124,Hyderabad,P2191,21.0,27,0.66,0.61,Traffic
O53008,S108,Mumbai,P2066,18.0,25,3.25,2.56,Partner Late
O53009,S119,Mumbai,P2000,34.0,37,5.92,4.82,Traffic
O53010,S115,Hyderabad,P2175,24.0,51,0.95,0.99,Traffic
O53011,S104,Hyderabad,P2274,26.0,22,5.67,5.78,
O53012,S138,Delhi,P2229,15.0,13,2.56,2.08,
O53013,S108,Mumbai,P2023,18.0,28,7.61,5.56,Traffic
O53014,S139,Mumbai,P2058,38.0,60,2.0,1.61,Store Delay
O53015,S112,Delhi,P2267,33.0,51,6.91,5.87,Traffic
O53016,S101,Bangalore,P2020,35.0,39,6.47,6.0,Store Delay
O53017,S131,Delhi,P2050,17.0,34,7.7,5.87,System Issue
O53018,S116,Mumbai,P2028,26.0,35,3.75,2.69,Weather
O53019,S111,Bangalore,P2139,25.0,35,3.57,3.62,System Issue
O53020,S106,Delhi,P2120,16.0,19,6.86,7.32,Partner Late
O53021,S123,Delhi,P2107,19.0,36,7.86,5.79,Store Delay
O53022,S137,Mumbai,P2066,24.0,27,3.81,3.52,Store Delay
O53023,S101,Bangalore,P2091,39.0,43,4.25,3.65,
O53024,S136,Bangalore,P2044,32.0,47,3.68,2.81,Store Delay
O53025,S126,Delhi,P2099,32.0,34,7.61,5.75,Traffic
O53026,S126,Delhi,P2064,27.0,32,2.4,2.47,Traffic
O53027,S108,Mumbai,P2140,19.0,28,2.31,1.76,Store Delay
O53028,S123,Delhi,P2202,22.0,20,3.8,2.76,
O53029,S105,Delhi,P2226,30.0,22,5.35,5.39,
O53030,S104,Hyderabad,P2052,16.0,23,5.63,5.12,Store Delay
O53031,S106,Delhi,P2246,18.0,10,4.42,4.01,
O53032,S137,Mumbai,P2019,15.0,30,0.79,0.7,Partner Late
O53033,S129,Delhi,P2022,30.0,26,2.59,1.84,
O53034,S118,Hyderabad,P2029,31.0,30,2.86,3.08,
O53035,S122,Mumbai,P2292,17.0,29,4.57,4.07,Partner Late
O53036,S114,Mumbai,P2165,19.0,32,5.12,4.75,Traffic
O53037,S102,Delhi,P2017,27.0,27,2.61,2.24,
O53038,S128,Bangalore,P2044,23.0,22,6.88,6.43,
O53039,S106,Delhi,P2072,21.0,33,0.82,0.75,Traffic
O53040,S138,Delhi,P2160,29.0,22,6.48,6.43,
O53041,S134,Delhi,P2155,36.0,37,6.8,7.13,Traffic
O53042,S138,Delhi,P2044,39.0,41,5.65,4.96,Traffic
O53043,S117,Delhi,P2233,34.0,58,3.57,3.16,Store Delay
O53044,S119,Mumbai,P2033,15.0,23,7.28,5.83,Store Delay
O53045,S121,Hyderabad,P2018,17.0,15,7.8,6.56,
O53046,S115,Hyderabad,P2098,25.0,34,4.69,4.04,Traffic
O53047,S125,Mumbai,P2229,21.0,21,2.46,1.97,
O53048,S100,Mumbai,P2050,20.0,24,0.52,0.38,System Issue
O53049,S126,Delhi,P2079,35.0,30,1.03,0.95,
O53050,S136,Bangalore,P2044,28.0,28,5.23,5.3,
O53051,S134,Delhi,P2148,16.0,27,0.82,0.82,Traffic
O53052,S138,Delhi,P2164,35.0,37,7.49,7.19,Store Delay
O53053,S107,Mumbai,P2081,38.0,35,1.46,1.61,
O53054,S101,Bangalore,P2022,25.0,32,1.41,1.53,System Issue
O53055,S117,Delhi,P2081,33.0,37,4.44,4.34,Partner Late
O53056,S114,Mumbai,P2163,20.0,20,2.64,2.12,
O53057,S118,Hyderabad,P2017,28.0,26,1.39,1.09,
O53058,S135,Bangalore,P2251,35.0,51,7.91,7.43,Partner Late
O53059,S118,Hyderabad,P2010,33.0,35,6.36,6.78,Store Delay
O53060,S137,Mumbai,P2186,25.0,30,5.33,4.36,Store Delay
O53061,S115,Hyderabad,P2015,38.0,43,2.89,2.28,Partner Late
O53062,S117,Delhi,P2124,24.0,48,2.99,2.2,Traffic
O53063,S106,Delhi,P2297,26.0,42,2.5,2.08,Traffic
O53064,S101,Bangalore,P2170,34.0,40,4.28,3.86,
O53065,S106,Delhi,P2060,21.0,24,7.08,5.65,Store Delay
O53066,S124,Hyderabad,P2163,37.0,55,3.77,2.74,Store Delay
O53067,S121,Hyderabad,P2149,20.0,24,3.82,2.68,Store Delay
O53068,S136,Bangalore,P2129,20.0,15,6.09,6.18,
O53069,S102,Delhi,P2272,27.0,33,7.88,6.4,Store Delay
O53070,S103,Bangalore,P2243,36.0,36,5.19,5.24,
O53071,S133,Delhi,P2132,37.0,36,6.34,6.55,
O53072,S106,Delhi,P2143,39.0,41,7.36,7.39,Weather
O53073,S119,Mumbai,P2229,28.0,27,5.45,4.94,
O53074,S125,Mumbai,P2278,24.0,34,4.55,3.71,Traffic
O53075,S136,Bangalore,P2140,22.0,30,2.47,2.06,System Issue
O53076,S101,Bangalore,P2293,15.0,24,7.75,8.37,Store Delay
O53077,S132,Delhi,P2140,17.0,33,2.63,2.61,Traffic
O53078,S130,Mumbai,P2013,18.0,24,7.44,7.23,Traffic
O53079,S105,Delhi,P2023,17.0,15,6.72,4.96,
O53080,S128,Bangalore,P2209,37.0,41,2.54,1.79,Traffic
O53081,S116,Mumbai,P2132,19.0,16,2.94,3.17,
O53082,S125,Mumbai,P2023,29.0,28,6.65,7.3,
O53083,S122,Mumbai,P2044,25.0,43,2.42,2.59,Store Delay
O53084,S138,Delhi,P2165,19.0,29,4.09,4.48,Traffic
O53085,S109,Delhi,P2296,28.0,32,7.58,7.36,Traffic
O53086,S133,Delhi,P2239,32.0,38,3.74,2.65,Partner Late
O53087,S112,Delhi,P2010,23.0,27,3.38,2.43,Store Delay
O53088,S122,Mumbai,P2200,15.0,11,6.68,6.99,
O53089,S132,Delhi,P2089,15.0,18,1.46,1.27,Traffic
O53090,S100,Mumbai,P2007,31.0,36,7.64,6.87,Traffic
O53091,S137,Mumbai,P2294,36.0,34,2.9,2.3,
O53092,S104,Hyderabad,P2119,36.0,33,6.14,6.34,
O53093,S137,Mumbai,P2025,16.0,25,5.94,5.4,Store Delay
O53094,S119,Mumbai,P2272,30.0,29,0.62,0.66,
O53095,S139,Mumbai,P2135,24.0,33,4.62,4.25,Traffic
O53096,S105,Delhi,P2299,26.0,34,3.04,2.77,Traffic
O53097,S102,Delhi,P2253,27.0,37,1.58,1.65,Traffic
O53098,S121,Hyderabad,P2232,32.0,45,4.86,5.08,System Issue
O53099,S127,Bangalore,P2204,22.0,23,1.7,1.71,Store Delay
O53100,S105,Delhi,P2179,35.0,38,5.41,4.28,
O53101,S126,Delhi,P2002,21.0,26,7.41,6.47,Traffic
O53102,S124,Hyderabad,P2018,17.0,26,6.19,6.06,Traffic
O53103,S103,Bangalore,P2045,15.0,43,3.61,3.67,Partner Late
O53104,S126,Delhi,P2116,21.0,14,5.51,4.25,
O53105,S132,Delhi,P2034,38.0,45,6.01,4.85,Traffic
O53106,S121,Hyderabad,P2291,33.0,31,4.08,4.25,
O53107,S104,Hyderabad,P2201,20.0,25,5.62,6.01,Weather
O53108,S133,Delhi,P2293,30.0,46,7.1,5.94,
O53109,S134,Delhi,P2163,38.0,41,7.23,7.8,Weather
O53110,S139,Mumbai,P2183,36.0,35,1.32,1.33,
O53111,S132,Delhi,P2060,18.0,45,4.41,3.1,Partner Late
O53112,S126,Delhi,P2054,23.0,43,6.18,5.72,Traffic
O53113,S110,Bangalore,P2014,16.0,13,3.56,2.65,
O53114,S132,Delhi,P2224,39.0,44,4.24,3.36,Store Delay
O53115,S106,Delhi,P2296,38.0,40,5.87,4.51,Store Delay
O53116,S106,Delhi,P2106,37.0,32,7.24,7.05,
O53117,S110,Bangalore,P2255,17.0,32,1.77,1.45,Store Delay
O53118,S133,Delhi,P2292,16.0,10,6.01,4.39,
O53119,S100,Mumbai,P2131,15.0,43,7.27,5.42,Traffic
O53120,S121,Hyderabad,P2213,18.0,26,3.73,3.5,Partner Late
O53121,S138,Delhi,P2019,33.0,34,1.41,1.07,Traffic
O53122,S134,Delhi,P2078,32.0,26,7.61,6.47,
O53123,S103,Bangalore,P2064,33.0,45,5.34,5.25,Traffic
O53124,S103,Bangalore,P2149,38.0,42,7.57,6.53,Store Delay
O53125,S107,Mumbai,P2220,15.0,20,1.08,0.8,Store Delay
O53126,S118,Hyderabad,P2041,31.0,41,7.1,5.55,Store Delay
O53127,S139,Mumbai,P2000,17.0,20,2.88,2.86,Store Delay
O53128,S106,Delhi,P2074,24.0,30,2.03,2.01,Partner Late
O53129,S106,Delhi,P2237,34.0,36,5.04,4.48,Store Delay
O53130,S121,Hyderabad,P2114,35.0,37,1.48,1.04,Traffic
O53131,S131,Delhi,P2208,19.0,16,0.63,0.56,
O53132,S127,Bangalore,P2264,35.0,43,3.84,3.64,Store Delay
O53133,S115,Hyderabad,P2133,23.0,19,5.1,3.98,
O53134,S127,Bangalore,P2172,35.0,47,5.68,5.89,Traffic
O53135,S108,Mumbai,P2204,24.0,32,6.65,6.83,
O53136,S102,Delhi,P2029,,13,6.92,6.29,
O53137,S133,Delhi,P2122,17.0,17,1.03,0.79,
O53138,S116,Mumbai,P2254,31.0,41,5.91,6.15,Traffic
O53139,S132,Delhi,P2046,17.0,22,3.95,3.16,Partner Late
O53140,S122,Mumbai,P2299,32.0,36,0.93,0.9,Partner Late
O53141,S124,Hyderabad,P2076,27.0,27,7.61,7.4,
